"publisher","year","value"
"the_mentor_initiative",2021,3962310
"the_power_of_nutrition",2019,52253856.276
"the_power_of_nutrition",2020,67609076.4688
"the_power_of_nutrition",2021,62320501
"ti-uk",2019,4237417.4122
"ti-uk",2020,3395094.6138
"tib",2019,8864171.32
"tkf1234",2019,533750.3534
"tmea",2019,69257431.0010994
"traidcraft",2019,246036.8352
"traidcraft",2020,204911.2152
"traidcraft",2021,82503.6991
"transparency-international",2019,11027816.6097
"transparency-international",2020,2625137.6535
"treea",2019,269192.545936
"trianglen",2019,246120.5949
"trianglen",2020,177895
"trianglen",2021,107977.686
"trias",2019,12207386.0777
"trias",2020,11984930.748
"trias",2021,12283665.5817
"ub",2019,953495.0535
"ub",2020,817821.576
"ub",2021,891924.8391
"ucos",2019,256963.763815
"ucos",2020,251802.580905
"ucos",2021,262689.636141
"udom",2019,88292.0341
"ukmod",2019,7090937.9
"ulbcoop",2019,5082644.0819
"ulbcoop",2020,4233787.9605
"ulbcoop",2021,4289844.348
"undp",2020,4253989962
"undp",2019,5638920744
"undp",2021,1393256844
"unesco",2019,77526915
"unesco",2020,24674105
"unf",2019,1.4e+07
"unfpa",2019,1075563482.12
"unhcr",2019,8116319518.283
"unhcr",2020,7163437931.72
"unhcr",2021,5509351247.919
"unido",2019,192510649.55
"united_work",2019,639741.3451
"unitedstates",2019,3e+05
"universiteit_leiden",2019,2051688.0648
"universiteit_leiden",2020,2036533.401
"universiteit_leiden",2021,1734948.1044
"unocha",2021,248946408
"unocha",2020,248946408
"unocha",2019,267090905
"unocha-cbpf",2019,1877529973.14
"unocha-cbpf",2020,625972805.96
"unocha-cbpf",2021,57226708.3
"unw",2019,354773864
"unw",2021,183784772
"unw",2020,219612410
"uom",2019,118830.6581
"uom",2020,117221.1555
"uom",2021,37982.9438
"utd",2020,156535721.69
"utd",2019,178068885.18
"utd",2021,84955696.33
"utz",2019,4819968.9615
"utz",2020,36862.209
"uvcw",2019,1447119.909345
"uvcw",2020,1690056.44721
"uvcw",2021,1848296.185101
"uwezo_youth_empowerment",2019,59755.201
"uwezo_youth_empowerment",2020,62328.71964
"vei_nl",2019,33345834.0666
"vei_nl",2020,33352675.263
"vei_nl",2021,33066664.7517
"vfi",2019,1561102.5641
"vfi",2020,1509344.0001
"vfi",2021,431358.6792
"via-db",2019,7276823.033304
"via-db",2020,7225157.173275
"via-db",2021,7037284.11831
"villageenterprise",2019,1383811
"villageenterprise",2020,225899
"viva",2019,1943738.2124
"viva",2020,1644683.8311
"viva",2021,1546056.1403
"vlir-uos",2019,37321158.8266
"vlir-uos",2020,36715436.946
"vlir-uos",2021,33320623.5009
"vngi",2020,7192514.151
"vngi",2021,5807322.6534
"vngi",2019,8493012.4796
"vsfbelgium",2019,3184490.649241
"vsfbelgium",2020,2671918.61814
"vsfbelgium",2021,2476676.928483
"vvob",2019,9395598.746589
"vvob",2020,9470627.15031
"vvob",2021,9831612.608208
"vvsg",2019,1249501.546931
"vvsg",2021,1335693.66795
"vvsg",2020,1290061.92591
"w-d",2019,147440.568
"wageningen_ur",2019,14096795.1773
"wageningen_ur",2020,5130572.292
"wageningen_ur",2021,2396808.3816
"warchildholland",2019,4462240.2726
"warchildholland",2020,563965.578
"warchildholland",2021,200995.8084
"wateraid",2019,1669421.054308
"wateraid",2020,1039595.190042
"wateraid",2021,293453.817596
"wba",2019,3325065.5834
"wccuk",2019,204689.1456
"wccuk",2020,182048.60982
"wcuk",2019,10562484.563251
"wedo",2019,96701
"wedo",2020,82562.3
"wemos",2019,2421704.5908
"wemos",2020,2135127.3165
"wep",2019,4715360.0838
"wff",2019,8309816.9
"wff",2020,9254209.5
"wff",2021,9361507.5
"wfm-igp",2019,909149.45
"wfm-igp",2020,896400
"wfp",2019,12301346322.51
"wfp",2020,10361520083.9
"wfp",2021,4585533003.53
"wfwiuk",2019,1923677.073191
"wfwiuk",2020,2409176.80881
"wfwiuk",2021,981032.967602
"whpca",2019,103156.910244
"whpca",2020,102227.707977
"win",2019,862540.8
"wjr_001",2019,395796.64
"wjr_001",2020,225648.1686
"wjr_001",2021,179767.6033
"wnf",2019,7862260.4269
"wnf",2020,7029878.058
"wo-men",2019,449240
"wo-men",2020,448200
"wo-men",2021,452520
"worldbank",2019,151221292722.157
"worldbank",2020,89121268727.3705
"worldbank",2021,28376402130.5097
"worldveg",2019,3584700
"worldveg",2020,2407311
"worldveg",2021,560630
"wri",2019,5305585.9069
"wri",2020,4300000
"wri",2021,4300000
"wsm",2019,8624819.899916
"wsm",2020,8605484.629515
"wsm",2021,8688175.286463
"wvnld",2019,11920208.2846
"wvuk",2019,9060949.1235
"wvuk",2020,1894322.2566
"wvuk",2021,672228.7048
"ww-gvc",2019,1112178.9756
"ww-gvc",2020,842356.044
"ww-gvc",2021,701435.4138
"wwf-be",2019,3226230.739358
"wwf-be",2020,2767774.782375
"wwf-be",2021,2417852.224611
"wwfdk",2019,2266500
"wwfdk",2020,2271000
"wwfdk",2021,2286000
"wygi",2019,11188638.24034
"wygi",2020,7211116.15416
"wygi",2021,544379.52366
"ycare",2019,571944.867287
"ycare",2020,460872.2346
"ycare",2021,267956.6169
"zoa",2019,23922760.2149
"zoa",2020,10092062.0115
"zoa",2021,3458762.66674
"zsl",2019,4462266.8213
